app_id,tags
107600,"['bullet hell', ""shoot 'em up"", 'twin stick shooter', 'shooter', 'arcade', 'top-down', 'bullet time', 'cyberpunk', 'time manipulation', 'action', 'colorful', 'abstract', 'score attack', 'psychedelic', 'retro', 'singleplayer', 'great soundtrack', 'fast-paced', 'arena shooter', '2d']"
107800,"['platformer', 'indie', 'action', 'puzzle', 'physics', 'sci-fi', 'casual', 'singleplayer', 'puzzle-platformer', '2d', 'side scroller', '2.5d', 'great soundtrack', 'space', 'adventure']"
107900,"['free to play', 'action', 'multiplayer', 'shooter', 'fps', 'war', 'third-person shooter', 'massively multiplayer', 'co-op', 'first-person', 'zombies', 'singleplayer', 'open world', 'online co-op', 'survival', 'adventure', 'third person', 'funny', 'horror', 'atmospheric']"
108110,"['rpg', 'simulation', 'space', 'sci-fi', 'space sim', 'indie']"
108200,"['board game', 'strategy', 'tabletop', 'casual', 'multiplayer', 'turn-based', 'indie', 'trains', 'family friendly', 'singleplayer', 'touch-friendly', 'addictive', 'local multiplayer', 'turn-based tactics', 'turn-based strategy', '2d', 'competitive', 'replay value', 'asynchronous multiplayer', 'hand-drawn']"
108210,"['strategy', 'casual', 'board game', 'simulation', 'world war ii', 'tactical', 'free to play', 'military', 'turn-based', 'multiplayer', 'wargame']"
108500,"['puzzle', 'indie', 'platformer', 'steampunk', 'action', 'physics', 'strategy', 'singleplayer', 'puzzle-platformer', 'adventure', '2d', 'sci-fi', 'great soundtrack']"
108600,"['survival', 'zombies', 'open world', 'multiplayer', 'open world survival craft', 'sandbox', 'post-apocalyptic', 'co-op', 'crafting', 'building', 'indie', 'simulation', 'rpg', 'survival horror', 'realistic', 'isometric', 'singleplayer', '2d', 'adventure', 'early access']"
108700,"['racing', 'action', 'remake', 'arcade', 'combat racing', 'top-down', 'vehicular combat', 'multiplayer', 'singleplayer', 'isometric', 'shooter']"
108710,"['action', 'horror', 'third person', 'adventure', 'story rich', 'thriller', 'atmospheric', 'singleplayer', 'psychological horror', 'great soundtrack', 'mystery', 'episodic', 'third-person shooter', 'dark', 'supernatural', 'cinematic', 'survival horror', 'narration', 'shooter', 'survival']"
109200,"['indie', 'casual', 'female protagonist', 'match 3', 'puzzle', 'fantasy', 'rpg']"
109500,"['action', 'indie', 'memes']"
109700,"['strategy', 'indie', 'time travel', 'rts', 'multiplayer', 'time manipulation', 'sci-fi', 'moddable']"
11040,"['adventure', 'rpg', 'detective', 'point & click', 'mystery', 'puzzle', 'investigation', 'first-person', 'singleplayer']"
110400,"['racing', 'indie', 'parkour', 'fast-paced', 'first-person', 'multiplayer', 'platformer', 'singleplayer', 'great soundtrack']"
11050,"['adventure', 'casual', 'vampire', 'point & click', 'puzzle', 'story rich', 'hidden object', 'indie', '2.5d', 'atmospheric', 'singleplayer', 'based on a novel']"
110500,"['action', 'indie', 'arcade', 'racing']"
110600,"['action', 'indie', ""shoot 'em up"", 'arcade', 'shooter']"
110630,"['indie', 'action', 'twin stick shooter', ""shoot 'em up"", 'arcade']"
110800,"['detective', 'crime', 'open world', 'noir', 'adventure', 'story rich', 'mystery', 'investigation', 'third person', 'singleplayer', 'cinematic', 'action', 'atmospheric', 'mature', 'nudity', 'puzzle', 'third-person shooter', 'strategy', 'thriller', '3d vision']"
111000,"['casual', 'indie', 'hidden object', 'puzzle', 'steampunk', 'point & click', 'adventure']"
111010,"['adventure', 'casual', 'hidden object', 'indie', 'point & click']"
111100,"['casual', 'racing', 'indie', 'driving', 'singleplayer', 'level editor', '2d']"
11130,"['adventure', 'point & click', 'detective', 'puzzle', 'mystery', 'first-person', 'free to play', 'retro', 'singleplayer', 'difficult']"
111300,"['racing', 'action', 'sports']"
11140,"['adventure', 'lovecraftian', 'detective', 'point & click', 'mystery', 'puzzle', 'first-person', 'investigation', 'horror', 'third person', 'singleplayer']"
111400,"['action', 'indie', 'co-op', 'shooter', 'multiplayer', 'top-down shooter']"
11150,"['adventure', 'point & click', 'detective', 'puzzle', 'mystery', 'retro', 'singleplayer']"
111600,"['action', 'indie', 'platformer', 'shooter', '2d', 'comedy', 'gore', 'local co-op', 'side scroller', 'singleplayer']"
11180,"['adventure', 'casual', 'hidden object', 'point & click', 'detective', 'puzzle', 'mystery']"
111800,"['funny', 'singleplayer', 'platformer', 'puzzle', 'puzzle-platformer', 'hand-drawn', '2d platformer', '2d', 'casual', 'indie', 'adventure', 'cute', 'logic', 'colorful', 'robots', 'controller', 'strategy', 'games workshop', 'difficult', 'retro']"
11190,"['adventure', 'rpg', 'detective', 'point & click', 'mystery', 'historical', 'investigation', 'puzzle', 'story rich', 'thriller', 'singleplayer', 'crime']"
111900,"['moba', 'strategy', 'action', 'multiplayer', 'co-op', 'fantasy']"
11200,"['action', 'sci-fi', 'shooter', 'top-down shooter', 'isometric', 'singleplayer', 'top-down', 'aliens', 'twin stick shooter', 'action rpg', 'survival', 'indie', 'rpg', 'horror', 'third-person shooter', 'pve', 'sequel', 'co-op', 'local co-op', '4 player local']"
112100,"['rpg', 'indie', 'isometric', 'fantasy', 'turn-based', 'old school', 'party-based rpg', 'crpg', 'grid-based movement', 'turn-based combat', 'story rich', 'singleplayer', '2d', 'retro', 'exploration', 'female protagonist', 'adventure', 'strategy']"
11230,"['indie', 'casual', 'racing', 'multiplayer', 'platformer']"
11240,"['fps', 'colony sim', 'shooter', 'character customization', 'strategy', '3d', 'first-person', 'cyberpunk', 'dark humor', 'lore-rich', 'base-building', 'choices matter', 'open world', 'gun customization', 'action', 'assassin', 'diplomacy', 'economy', 'management', 'sci-fi']"
11250,"['strategy', 'simulation', 'naval combat', 'world war ii', 'naval', 'rts']"
11260,"['simulation', 'strategy', 'naval combat', 'world war ii', 'naval']"
11280,"['action', 'casual', 'indie', 'fps', 'multiplayer', 'great soundtrack', 'shooter', 'family friendly', 'first-person', 'memes', 'competitive', 'funny']"
113020,"['co-op', 'stealth', 'indie', 'heist', 'local co-op', 'strategy', 'online co-op', 'top-down', 'action', 'multiplayer', 'crime', 'casual', 'great soundtrack', 'adventure', 'pixel graphics', 'local multiplayer', 'controller', '2d', 'singleplayer', 'loot']"
113200,"['action roguelike', 'rogue-like', 'indie', 'replay value', 'difficult', 'procedural generation', 'dark', 'action', 'top-down', 'great soundtrack', 'addictive', 'singleplayer', 'adventure', 'rogue-lite', '2d', 'dungeon crawler', 'survival', 'rpg', 'perma death', 'bullet hell']"
11330,"['puzzle', 'casual', 'indie', 'physics', 'singleplayer', 'strategy', 'great soundtrack', 'atmospheric']"
11340,"['action roguelike', 'bullet hell', 'hack and slash', ""shoot 'em up"", 'top-down shooter', 'rogue-lite', 'shooter', 'action rpg', 'arcade', 'rogue-like', 'character customization', 'rpg', '2d', 'top-down', 'horror', 'controller', 'action', 'pixel graphics', 'fantasy', 'magic']"
113400,"['free to play', 'open world', 'multiplayer', 'action', 'character customization', 'massively multiplayer', 'shooter', 'third-person shooter', 'pvp', 'crime', 'third person', 'co-op', 'racing', 'sandbox', 'fps', 'adventure', 'nudity', 'singleplayer', 'hacking', 'anime']"
113420,"['free to play', 'survival', 'open world', 'multiplayer', 'post-apocalyptic', 'zombies', 'massively multiplayer', 'crafting', 'rpg', 'shooter', 'fps', 'adventure', 'sandbox', 'co-op', 'first-person', 'action', 'singleplayer', 'mmorpg', 'third-person shooter', 'action rpg']"
11360,"['match 3', 'puzzle', 'arcade', 'strategy', '2d', 'relaxing', 'choices matter', 'open world', 'casual', 'abstract', 'colorful', 'minimalist', 'stylized', 'family friendly', 'logic', 'sci-fi', 'psychedelic', 'atmospheric', 'survival', 'physics']"
11370,"['choose your own adventure', 'point & click', 'adventure', 'dystopian ', 'comic book', 'puzzle', 'exploration', 'hidden object', '3d', 'alternate history', 'first-person', 'third person', 'cyberpunk', 'detective', 'horror', 'post-apocalyptic', 'choices matter', 'linear', 'narration', 'story rich']"
11390,"['combat racing', 'racing', 'sandbox', 'driving', 'automobile sim', 'arcade', 'action-adventure', 'detective', '3d', 'split screen', 'funny', 'open world', 'choices matter', 'story rich', 'transportation', 'action', 'crime', 'heist', 'investigation', 'physics']"
11450,"['villain protagonist', 'hack and slash', 'dark fantasy', 'puzzle', 'rts', 'action rpg', 'action-adventure', 'rpg', 'strategy', 'funny', 'third person', 'dark humor', 'open world', 'action', 'story rich', 'fantasy', 'atmospheric', 'comedy', 'adventure', 'multiplayer']"
11480,"['strategy', 'world war ii', 'rts', 'historical', 'co-op', 'singleplayer', 'tanks', 'action', 'simulation', 'war', 'multiplayer', 'real time tactics', 'wargame', 'realistic', 'military', 'action rts', '3d', 'top-down', 'moddable', 'old school']"
115100,"['rpg', 'adventure', 'comedy', 'casual', 'singleplayer', 'family friendly', 'turn-based', 'cute', 'indie', 'funny', 'short', 'turn-based strategy', 'turn-based combat', 'female protagonist', 'puzzle', 'cartoony', 'quick-time events', 'controller', 'fantasy', 'action']"
115110,"['adventure', 'puzzle', 'indie', 'comedy', 'singleplayer', 'third person', 'exploration', 'short', 'funny', 'casual', 'family friendly', 'cute', 'steampunk', 'atmospheric', 'beautiful']"
115120,"['action', 'strategy', 'tower defense', 'mechs', 'co-op', 'third-person shooter', 'funny', 'comedy', 'sci-fi', 'online co-op', 'robots', 'shooter', 'singleplayer']"
115200,"['strategy', 'rts', 'historical', 'singleplayer']"
115210,"['strategy', 'rts', 'historical', 'singleplayer', 'multiplayer']"
115220,"['strategy', 'rts', 'historical', 'singleplayer', 'multiplayer']"
115320,"['action', 'open world', 'gore', 'superhero', 'violent', 'third person', 'singleplayer', 'adventure', 'zombies', 'parkour', 'hack and slash', 'sandbox', 'sci-fi', 'story rich', 'rpg', 'multiplayer', 'horror', 'stealth', 'atmospheric', 'co-op']"
11560,"['strategy', 'rts', 'sci-fi', 'singleplayer']"
115800,"['pixel graphics', 'adventure', 'indie', 'platformer', 'metroidvania', '2d', 'story rich', 'atmospheric', 'fantasy', 'action', 'puzzle-platformer', 'singleplayer', 'retro', 'action-adventure', 'flight', 'funny', 'cute', '2d platformer', 'great soundtrack', 'pirates']"
11590,"['medical sim', 'simulation', 'management', 'singleplayer', 'comedy']"
116100,"['racing', 'indie', 'multiplayer', 'arcade', 'local multiplayer']"
116120,"['indie', 'casual', 'action', 'puzzle', 'arcade']"
11900,"['casual', 'puzzle', 'music']"
11920,"['casual', 'puzzle']"
1200,"['world war ii', 'action', 'fps', 'realistic', 'singleplayer', 'multiplayer', 'shooter', 'war', 'military', 'tactical', 'simulation', 'historical', 'team-based', 'classic', 'atmospheric', 'strategy', 'violent', 'first-person', 'tanks', 'survival']"
12100,"['open world', 'action', 'automobile sim', 'classic', 'third person', 'crime', 'singleplayer', 'driving', 'sandbox', 'shooter', 'third-person shooter', 'great soundtrack', 'violent', 'adventure', 'atmospheric', 'silent protagonist', 'mature', 'story rich', 'moddable', 'multiplayer']"
12110,"['open world', 'action', 'automobile sim', '1980s', 'classic', 'great soundtrack', 'crime', 'third person', 'singleplayer', 'sandbox', 'driving', 'atmospheric', 'third-person shooter', 'violent', 'shooter', 'adventure', 'mature', 'funny', 'music', 'multiplayer']"
12120,"['open world', 'action', 'crime', 'classic', 'third person', 'automobile sim', 'singleplayer', 'multiplayer', 'shooter', 'driving', 'story rich', 'adventure', 'sandbox', 'mature', 'great soundtrack', 'third-person shooter', 'moddable', 'atmospheric', 'funny', 'comedy']"
12130,"['gore', 'violent', 'stealth', 'horror', 'action', 'psychological horror', 'dark', 'blood', 'mature', 'singleplayer', 'survival horror', 'atmospheric', 'classic', 'third person', 'great soundtrack', 'nudity', 'survival', 'difficult', 'cult classic', 'shooter']"
12140,"['action', 'noir', 'classic', 'third-person shooter', 'bullet time', 'story rich', 'atmospheric', 'dark', 'third person', 'singleplayer', 'shooter', 'great soundtrack', 'detective', 'crime', 'linear', 'violent', 'cinematic', 'adventure', 'psychological horror', 'horror']"
12150,"['action', 'noir', 'third-person shooter', 'classic', 'bullet time', 'story rich', 'shooter', 'singleplayer', 'atmospheric', 'third person', 'dark', 'great soundtrack', 'cinematic', 'crime', 'detective', 'adventure', 'narrative', 'cult classic', 'sequel', 'nudity']"
12160,"['racing', 'open world', 'great soundtrack', 'multiplayer', 'arcade', 'classic', 'singleplayer', 'sandbox', 'action', 'driving', 'free to play', 'old school', 'difficult', 'simulation']"
12170,"['action', 'classic', 'automobile sim', 'open world', '2d', 'singleplayer', 'crime', ""1990's"", 'top-down', 'adventure', 'difficult', 'multiplayer', 'pixel graphics', 'shooter', 'atmospheric', 'retro', '1980s']"
12180,"['action', 'classic', 'automobile sim', 'open world', 'singleplayer', 'shooter', 'crime', 'free to play', '2d', 'violent', 'adventure', 'gore', 'top-down', 'top-down shooter', 'multiplayer', ""1990's"", 'atmospheric', 'nostalgia', 'action rpg', 'old school']"
12200,"['open world', 'action', 'adventure', 'third person', 'singleplayer', 'comedy', 'great soundtrack', 'funny', 'classic', 'dark humor', 'story rich', 'sandbox', 'satire', 'atmospheric', 'exploration', 'mature', 'simulation', 'controller', 'multiplayer', 'rpg']"
12210,"['open world', 'action', 'automobile sim', 'multiplayer', 'crime', 'third person', 'adventure', 'singleplayer', 'third-person shooter', 'moddable', 'sandbox', 'shooter', 'physics', 'atmospheric', 'classic', 'dark humor', 'funny', 'gore', 'satire', 'co-op']"
12220,"['open world', 'action', 'automobile sim', 'third person', 'multiplayer', 'crime', 'adventure', 'shooter', 'sandbox', 'singleplayer', 'driving', 'third-person shooter', 'mature', 'great soundtrack', 'nudity', 'story rich', 'racing', 'atmospheric', 'comedy', 'moddable']"
12310,"['adventure', 'point & click', 'female protagonist', 'sci-fi', 'casual', 'rpg', 'dystopian ', 'cyberpunk', 'mystery', 'story rich', 'singleplayer']"
12320,"['rpg', 'open world', 'hack and slash', 'action', 'classic', 'fantasy', 'action rpg', 'isometric', 'singleplayer', 'adventure', 'co-op', 'multiplayer', 'loot', 'story rich', 'atmospheric', 'dwarf', 'nostalgia', 'exploration', 'female protagonist', 'dark fantasy']"
12330,"['action', 'space', 'sci-fi', 'space sim', 'simulation', 'open world', 'exploration', 'rpg', 'singleplayer', 'spaceships']"
12340,"['adventure', 'point & click', 'comedy', 'puzzle']"
12360,"['combat racing', 'racing', 'destruction', 'automobile sim', 'multiplayer', 'arcade', 'action', 'great soundtrack', 'driving', 'vehicular combat', 'physics', 'singleplayer', 'soundtrack', 'classic', 'funny', 'co-op', 'local multiplayer']"
12420,"['strategy', 'rts']"
12430,"['casual', 'pinball']"
12450,"['adventure', 'point & click', 'comedy', 'puzzle', 'singleplayer']"
12460,"['strategy', 'rts', 'multiplayer']"
12470,"['strategy', 'trading', 'economy', 'pirates', 'naval', 'historical', 'city builder', 'singleplayer', 'management']"
12480,"['strategy', 'rts', 'military', 'war', 'cold war', 'singleplayer']"
1250,"['fps', 'zombies', 'co-op', 'survival', 'horror', 'multiplayer', 'action', 'online co-op', 'violent', 'gore', 'shooter', 'team-based', 'first-person', 'survival horror', 'moddable', 'bullet time', 'class-based', '3d', 'singleplayer', 'dark comedy']"
12500,"['puzzle', 'match 3', 'casual', 'rpg', 'fantasy', '2d', 'addictive', 'strategy', 'singleplayer', 'anime', 'indie', 'touch-friendly', 'adventure']"
12520,"['automobile sim', 'simulation', 'racing', 'driving', 'open world', 'singleplayer']"
12530,"['action', 'adventure', 'strategy', 'hunting']"
12560,"['simulation', 'management']"
12570,"['cooking', 'casual']"
12580,"['time management', 'casual']"
12590,['racing']
12630,"['rpg', 'action', 'hack and slash']"
12640,"['rpg', 'fantasy', 'party-based rpg', 'real-time with pause', 'singleplayer', 'crpg', 'third person', 'atmospheric', 'adventure', 'dwarf', 'character customization', 'dark fantasy', 'magic', 'turn-based', 'story rich', 'open world']"
12670,"['simulation', 'casual']"
12690,"['simulation', 'sports', 'hunting', 'america']"
12710,"['rpg', 'action', 'villain protagonist', 'dark fantasy', 'third person', 'fantasy', 'singleplayer', 'adventure', 'comedy', 'funny', 'strategy', 'dark humor', 'action rpg', 'puzzle', 'action-adventure', 'rts', 'atmospheric', 'story rich', 'hack and slash', 'open world']"
12750,"['racing', 'simulation', 'driving', 'multiplayer', 'singleplayer', 'arcade', 'sports', 'controller', 'classic', 'action']"
12770,"['rpg', 'action', 'mythology', 'adventure', 'third person', 'hack and slash', 'fantasy', 'singleplayer', 'story rich', 'action rpg']"
12790,"['action', 'adventure', 'steampunk', 'third-person shooter', 'third person', 'shooter', 'co-op', 'singleplayer', 'multiplayer']"
12830,"['fps', 'action', 'military', 'tactical', 'open world', 'multiplayer', 'simulation', 'singleplayer', 'co-op', 'first-person', 'shooter', 'realistic', 'war', 'strategy', 'stealth', 'adventure', 'walking simulator', 'atmospheric', 'online co-op']"
130,"['fps', 'action', 'sci-fi', 'singleplayer', 'shooter', 'aliens', 'classic', 'first-person', 'zombies', 'adventure', ""1990's"", 'short', 'atmospheric', 'silent protagonist', 'story rich', 'puzzle', 'moddable', 'retro', 'great soundtrack', 'violent']"
1300,"['action', 'fps', 'cyberpunk', 'sci-fi', 'shooter', 'classic', 'first-person', 'singleplayer', 'episodic', 'short', 'old school', 'gore', 'futuristic', 'great soundtrack', 'nudity', 'adventure']"
13000,"['indie', 'casual', 'ninja']"
1313,"['action', 'fps', 'cult classic', 'shooter', 'violent', 'first-person', 'multiplayer', 'singleplayer', 'horror', 'boomer shooter', 'classic', ""1990's"", 'retro', 'cyberpunk', 'gore', 'great soundtrack']"
13140,"['action', 'free to play', 'fps', 'multiplayer', 'military', 'war', 'simulation', 'realistic', 'shooter', 'first-person', 'tactical', 'strategy', 'co-op', 'singleplayer', 'america', 'open world', 'team-based', 'adventure', 'zombies', 'sandbox']"
13200,"['action', 'fps', 'sci-fi', 'shooter', 'singleplayer', 'first-person', 'classic', 'atmospheric', 'aliens', 'multiplayer', 'great soundtrack']"
13210,"['fps', 'action', 'multiplayer', 'arena shooter', 'shooter', 'sci-fi', 'fast-paced', 'first-person', 'gore', 'competitive', 'co-op', 'classic', 'great soundtrack', 'singleplayer', 'team-based', 'atmospheric', 'adventure', 'addictive', 'moddable', 'split screen']"
13230,"['fps', 'arena shooter', 'action', 'classic', 'multiplayer', 'fast-paced', 'sci-fi', 'competitive', 'first-person', 'shooter', 'moddable', 'great soundtrack', 'singleplayer', 'e-sports', 'atmospheric', 'co-op', 'epic', 'gore', 'old school', 'adventure']"
13240,"['classic', 'fps', 'action', 'arena shooter', 'fast-paced', 'multiplayer', 'great soundtrack', 'shooter', 'competitive', 'old school', 'sci-fi', 'first-person', 'moddable', 'singleplayer', 'gore', ""1990's"", 'co-op', 'cyberpunk', 'nostalgia', 'retro']"
13250,"['classic', 'fps', 'action', 'sci-fi', 'great soundtrack', 'atmospheric', 'shooter', 'first-person', ""1990's"", 'singleplayer', 'multiplayer', 'female protagonist', 'old school', 'adventure', 'fast-paced', 'co-op', 'gore', 'horror', 'boomer shooter', 'retro']"
13500,"['action', 'adventure', 'parkour', 'third person', 'great soundtrack', 'singleplayer', 'platformer', 'time travel', 'classic', 'atmospheric', 'hack and slash', 'time manipulation', 'gore', 'fantasy', 'story rich', 'dark', 'open world', 'controller', 'dark fantasy', 'puzzle']"
13520,"['fps', 'action', 'classic', 'shooter', 'open world', 'first-person', 'singleplayer', 'difficult', 'stealth', 'multiplayer', 'adventure', 'atmospheric', 'story rich', 'sci-fi', 'horror', 'sandbox', 'great soundtrack', 'co-op', 'survival', 'zombies']"
